topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,4,2.199894831730769,-39.7144775390625,-38.07373046875,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,4,1.9779897836538463,-59.18299102783203,-71.98627471923828,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,2,1,5,1.2813895089285714,-45.55835437774658,-75.3446273803711,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,5,0.9199916294642857,-37.799068450927734,-63.142311096191406,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,4,1,5,1.3727678571428572,-34.8369140625,-56.40234375,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,5,0.9778180803571429,-44.34716796875,-58.02392578125,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,6,1,5,1.3168247767857142,-27.89453125,-41.03515625,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,5,0.8967633928571429,-29.5164794921875,-56.5,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,8,1,5,1.3168247767857142,-24.268113613128662,-41.41024208068848,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,5,0.8967633928571429,-41.306640625,-41.37109375,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,2,1,5,1.1116071428571428,-43.78584361076355,-58.71092510223389,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,5,0.8745465959821429,-49.6023063659668,-65.9124984741211,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,4,1,5,1.1377650669642858,-31.018942832946777,-43.74121856689453,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,5,0.9769112723214286,-24.907958984375,-51.9132080078125,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,6,1,5,1.0779854910714286,-27.82421875,-48.060546875,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,5,0.9400111607142857,-59.1015625,-77.27734375,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,8,1,5,1.0779854910714286,-26.16162109375,-35.97174072265625,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,5,0.9400111607142857,-41.115234375,-65.162109375,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,2,1,5,1.0633370535714286,-37.58935546875,-37.565185546875,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,5,0.6312779017857143,-63.37415313720703,-76.99696350097656,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,4,1,5,1.5417131696428572,-49.96133804321289,-82.04650115966797,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,5,1.2906668526785714,-38.537776947021484,-61.086448669433594,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,6,1,5,1.7979910714285714,-33.77734375,-57.453125,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,5,1.5747767857142858,-47.0654296875,-62.1572265625,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,8,1,5,1.7979910714285714,-28.390625,-43.14453125,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,5,1.5747767857142858,-28.6954345703125,-61.84375,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,2,1,5,0.7239118303571429,-24.03151512145996,-45.24628925323486,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,5,0.5821707589285714,-40.22265625,-42.85546875,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,4,1,5,1.1089564732142858,-43.64533460140228,-59.75942611694336,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,5,1.0916573660714286,-51.071800231933594,-69.1863899230957,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,6,1,5,1.3367745535714286,-30.717707633972168,-42.71184539794922,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,5,1.1870814732142858,-25.3291015625,-52.5751953125,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,8,1,5,1.3367745535714286,-28.953125,-45.6875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,5,1.1870814732142858,-61.17578125,-79.02734375,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,2,1,5,1.5266462053571428,-27.5174560546875,-36.70135498046875,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,5,1.4471261160714286,-42.34375,-66.67578125,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,4,1,5,1.304443359375,-39.7144775390625,-38.07373046875,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,5,1.4889787946428572,-59.18299102783203,-71.98627471923828,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,6,1,5,1.4060756138392858,-45.55835437774658,-75.3446273803711,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,5,1.6920340401785714,-37.799068450927734,-63.142311096191406,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,5,1.4060756138392858,-34.8369140625,-56.40234375,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,5,1.6920340401785714,-44.86376953125,-58.02392578125,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,2,1,6,1.1200086805555556,-28.283203125,-41.03515625,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,6,1.0744357638888888,-28.543670654296875,-56.5,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,4,1,6,1.5872938368055556,-24.423001289367676,-41.41024208068848,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,6,1.5539822048611112,-39.876953125,-41.37109375,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,6,1,6,1.5554470486111112,-43.65867006778717,-58.71092510223389,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,6,1.4342447916666667,-49.90804672241211,-65.9124984741211,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,8,1,6,1.5554470486111112,-30.889365673065186,-43.74121856689453,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,6,1.4342447916666667,-25.25927734375,-51.9132080078125,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,2,1,6,1.4331597222222223,-28.359375,-48.060546875,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,6,1.220703125,-60.31640625,-77.27734375,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,4,1,6,1.6915147569444444,-27.681640625,-35.97174072265625,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,6,1.4600694444444444,-41.84765625,-65.162109375,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,6,1,6,1.6393229166666667,-37.58935546875,-37.565185546875,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,6,1.4168836805555556,-63.37415313720703,-76.99696350097656,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,8,1,6,1.6393229166666667,-49.96133804321289,-82.04650115966797,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,6,1.4168836805555556,-38.537776947021484,-61.086448669433594,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,2,1,6,1.5455729166666667,-33.77734375,-57.453125,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,6,1.3451605902777777,-47.0654296875,-62.1572265625,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,4,1,6,1.8581814236111112,-28.390625,-43.14453125,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,6,1.6947699652777777,-28.578399658203125,-61.84375,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,6,1,6,1.7853732638888888,-24.056190490722656,-45.24628925323486,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,6,1.7088758680555556,-42.619140625,-42.85546875,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,8,1,6,1.7853732638888888,-30.38084089756012,-59.75942611694336,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,6,1.7088758680555556,-50.93397903442383,-69.1863899230957,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,2,1,6,1.6395399305555556,-30.92403221130371,-42.71184539794922,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,6,1.6278211805555556,-25.48974609375,-52.5751953125,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,4,1,6,2.0432942708333335,-29.0078125,-45.6875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,6,1.8669704861111112,-60.22265625,-79.02734375,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,6,1,6,2.0923394097222223,-27.9986572265625,-36.70135498046875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,6,1.9819878472222223,-42.244140625,-66.67578125,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,8,1,6,2.0923394097222223,-39.7144775390625,-38.07373046875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,6,1.9819878472222223,-59.18299102783203,-71.98627471923828,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,2,1,6,1.9245876736111112,-45.55835437774658,-75.3446273803711,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,6,1.8881293402777777,-37.799068450927734,-63.142311096191406,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,4,1,6,2.267361111111111,-34.8369140625,-56.40234375,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,6,2.3165147569444446,-44.86376953125,-58.02392578125,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,6,1,6,2.3560112847222223,-28.283203125,-41.03515625,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,6,2.4439832899305554,-28.86749267578125,-56.5,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,6,2.3560112847222223,-24.256608963012695,-41.41024208068848,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,8,1,6,2.4439832899305554,-42.5029296875,-41.37109375,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,2,1,7,2.7507268732244317,-30.187885999679565,-58.71092510223389,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,2,1,7,2.0092329545454546,-50.18290710449219,-65.9124984741211,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,4,1,7,2.7927911931818183,-31.05953359603882,-43.74121856689453,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,4,1,7,2.1638294566761362,-25.35302734375,-51.9132080078125,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,6,1,7,2.9435258345170454,-28.94921875,-48.060546875,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,6,1,7,2.3364923650568183,-60.27734375,-77.27734375,clairvoyant
A short story titled 'Catch me if you Can',SakanaAI/TinySwallow-1.5B-Instruct,8,1,7,2.961891867897727,-28.322998046875,-35.97174072265625,naive
A short story about a famous con man being captured,SakanaAI/TinySwallow-1.5B-Instruct,8,1,7,2.282737038352273,-41.6953125,-65.162109375,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,2,1,7,2.6691950017755683,-35.4228515625,-33.6044921875,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,2,1,7,2.357444069602273,-44.46251678466797,-57.11299514770508,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,4,1,7,2.7821044921875,-33.97600173950195,-59.426719665527344,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,4,1,7,2.4530473188920454,-31.654010772705078,-61.86614990234375,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,6,1,7,3.0134832208806817,-43.3251953125,-45.4921875,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,6,1,7,2.5414844859730112,-43.732421875,-58.619140625,clairvoyant
A short story titled 'Catch me if you Can',openai-community/gpt2-xl,8,1,7,3.0241227583451704,-24.189453125,-38.099609375,naive
A short story about a famous con man being captured,openai-community/gpt2-xl,8,1,7,2.512046120383523,-33.1131591796875,-52.09375,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,2,1,7,1.7255082563920454,-17.3939208984375,-41.87065124511719,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,2,1,7,1.2242542613636365,-40.0419921875,-39.46875,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,4,1,7,2.2862049449573862,-30.431396484375,-39.001572370529175,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,4,1,7,1.9708418412642046,-41.558929443359375,-48.16514587402344,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,6,1,7,2.3958795720880683,-25.207275390625,-33.9765625,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,6,1,7,2.2353626598011362,-20.6268310546875,-50.23974609375,clairvoyant
A short story titled 'Catch me if you Can',allenai/OLMo-2-1124-13B,8,1,7,2.6004694158380683,-32.28125,-47.7578125,naive
A short story about a famous con man being captured,allenai/OLMo-2-1124-13B,8,1,7,2.3018022017045454,-60.134765625,-70.240234375,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,2,1,7,1.9454456676136365,-28.1669921875,-35.43719482421875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,2,1,7,1.648681640625,-35.927734375,-61.6572265625,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,4,1,7,1.9957497336647727,-34.150390625,-34.0654296875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,4,1,7,1.6166936700994319,-47.39283466339111,-58.100507736206055,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,6,1,7,1.9482310901988635,-37.570796966552734,-64.25520706176758,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,6,1,7,1.5830660733309658,-34.30834770202637,-61.425048828125,clairvoyant
A short story titled 'Catch me if you Can',meta-llama/Llama-3.1-8B-Instruct,8,1,7,2.0814874822443183,-43.40234375,-45.79296875,naive
A short story about a famous con man being captured,meta-llama/Llama-3.1-8B-Instruct,8,1,7,1.6370738636363635,-46.6904296875,-55.5283203125,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,2,1,7,2.868491432883523,-25.6083984375,-37.71484375,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,2,1,7,2.466866233132102,-33.939453125,-47.40625,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,4,1,7,3.1077686656605112,-21.98345947265625,-40.9215087890625,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,4,1,7,2.335909756747159,-38.412109375,-38.10546875,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,6,1,7,3.2709170254794033,-30.405776977539062,-44.41112244129181,naive
A short story about a famous con man being captured,Qwen/Qwen2.5-7B-Instruct,6,1,7,2.7098284634676846,-41.61045837402344,-51.61529541015625,clairvoyant
A short story titled 'Catch me if you Can',Qwen/Qwen2.5-7B-Instruct,8,1,7,3.1555744517933237,-25.201904296875,-38.4375,naive
